parcel_id,land_no,Land,Area,Grade,Frontage,Depth
048000120,2,5,5.90,1.00,,
0480002,1,1,1.40,1.00,,
0480003,1,1,2.00,1.10,,
0480003,2,5,1.50,1.10,,
0480004,1,1,1.30,1.10,,
0480005,1,1,2.00,1.50,,
0480005,2,5,0.80,1.50,,
0480007,1,1,1.20,2.00,,
0480008,1,1,1.20,1.25,,
0480009,1,1,1.00,1.50,,
048001,1,1,1.50,1.25,,
0480011,1,1,1.00,1.25,,
0480012,1,1,2.00,1.50,,
0480012,2,5,7.60,1.25,,
048001201,1,6,3.00,0.80,,
048001202,1,1,2.00,2.50,,
048001202,2,5,1.50,2.25,,
048001220,1,1,2.00,1.50,,
048001220,2,5,1.00,1.00,,
0480013,1,1,1.30,1.00,,
0480014,1,1,1.50,1.10,,
0480015,1,1,2.00,1.00,,
0480016,1,1,1.10,1.00,,
0480017,1,1,1.08,1.00,,
0480018,1,1,1.20,0.90,,
048001801,1,1,1.30,1.00,,
0480019,1,1,0.82,1.00,,
048002,1,1,1.00,1.25,,
0480021,1,1,1.25,1.25,,
0480022,1,1,0.52,1.00,,
0480023,1,1,0.82,1.00,,
0480024,1,1,1.55,1.00,,
0480025,1,1,1.59,1.50,,
0480026,1,1,2.00,1.00,,
0480026,2,5,1.48,1.00,,
0480027,1,1,2.00,1.00,,
0480027,2,5,0.97,1.00,,
0480028,1,1,2.00,1.50,,
0480028,2,5,2.64,1.00,,
0480029,1,1,2.00,1.50,,
0480029,2,5,1.10,1.00,,
048003101,1,1,2.00,1.50,,
048003101,2,5,3.60,1.00,,
048003102,1,1,2.00,1.25,,
048003102,2,5,3.70,1.00,,
048003103,1,1,2.00,1.00,,
048003103,2,5,3.50,1.00,,
048003104,1,1,2.00,1.25,,
048003104,2,5,3.40,1.00,,
048003105,1,1,2.00,1.00,,
048003105,2,5,2.00,1.00,,
0480032,1,1,0.50,1.25,,
048003601,1,1,2.00,1.50,,
048003601,2,5,6.90,1.00,,
0530001,1,1,2.00,1.00,,
0530001,2,5,6.66,0.80,,
0530002,1,1,1.00,1.00,,
0530004,1,1,1.25,1.00,,
0530005,1,1,1.00,1.00,,
0530006,1,1,1.50,0.80,,
0530007,1,1,2.00,2.00,,
0530007,2,5,31.76,1.00,,
0530008,1,1,2.00,1.25,,
0530008,2,5,1.55,1.00,,
0530009,1,6,72.50,1.50,,
053001001,1,1,2.00,1.75,,
053001001,2,5,112.00,0.80,,
0530011,1,1,2.00,1.25,,
0530011,2,5,3.44,1.00,,
0530013,1,1,1.00,1.00,,
0530014,1,1,0.90,1.50,,
0530015,1,1,1.10,1.25,,
0530016,1,1,0.70,1.25,,
0530017,1,1,1.00,1.00,,
0530018,1,1,1.00,1.00,,
0530019,1,1,0.30,1.00,,
053002,1,1,1.87,1.00,,
0530021,1,6,1.20,1.10,,
053002101,1,1,1.04,1.00,,
0530022,1,1,2.00,1.00,,
0530022,2,5,2.00,1.00,,
0530023,1,1,1.10,1.00,,
0530024,1,1,1.00,1.00,,
0530025,1,1,0.90,1.00,,
0530026,1,1,1.20,1.00,,
0530027,1,1,1.50,1.00,,
0530028,1,1,2.00,1.00,,
0530028,2,5,0.50,1.00,,
0530031,1,1,2.00,1.00,,
0530031,2,5,1.00,1.00,,
0530033,1,1,0.66,1.00,,
0530034,1,1,1.54,1.00,,
0530035,1,1,1.50,0.70,,
0530036,1,6,2.71,1.00,,
053003601,1,1,1.19,1.00,,
0530037,1,1,2.00,1.25,,
0530037,2,5,0.10,1.00,,
053003701,1,1,2.00,1.25,,
053003701,2,5,0.40,1.00,,
053003702,1,1,1.60,1.25,,
053003704,1,1,2.00,1.00,,
053003704,2,5,3.39,0.80,,
0530038,1,1,0.75,1.00,,
0530039,1,1,0.60,1.00,,
053004,1,1,0.50,0.90,,
0530041,1,1,0.75,0.70,,
0530042,1,1,1.10,1.00,,
0530043,1,1,1.00,1.00,,
0530044,1,1,0.50,1.00,,
0530045,1,1,0.45,0.90,,
0530046,1,1,0.62,1.00,,
053004601,1,1,2.00,1.00,,
053004601,2,5,1.10,1.00,,
053004602,1,1,0.77,1.00,,
0530047,1,1,2.00,1.00,,
0530047,2,5,0.60,1.00,,
0530048,1,1,2.00,1.00,,
0530048,2,5,2.20,1.00,,
053005,1,1,0.68,0.60,,
1000001,1,1,2.00,1.00,,
1000001,2,5,17.83,0.60,,
1000003,1,1,2.00,1.00,,
1000003,2,5,9.65,0.90,,
1000004,1,1,2.00,1.00,,
1000004,2,5,18.20,0.90,,
1000004,3,5,1.40,,,
100000401,1,6,124.50,0.74,,
100000401,2,5,53.66,,,
1000005,1,6,15.00,0.90,,
1000008,1,1,2.00,1.00,,
1000008,2,5,3.90,1.00,,
100001,1,1,0.48,1.00,,
1000011,1,1,2.00,1.00,,
1000011,2,5,72.46,0.70,,
100001101,1,1,2.00,1.00,,
100001101,2,5,0.77,0.90,,
100001102,1,1,1.77,1.00,,
1000013,1,1,2.00,0.70,,
1000013,2,5,0.52,0.40,,
1000014,1,1,0.15,0.60,,
1000016,1,5,5.55,0.70,,
1000019,1,1,0.30,1.50,,
100002001,1,1,1.90,1.00,,
1000022,1,1,2.00,1.25,,
1000022,2,5,89.25,0.80,,
1000024,1,1,2.00,0.80,,
1000025,1,1,1.32,1.00,,
1000026,1,1,1.00,1.00,,
1000027,1,1,2.00,1.00,,
1000027,2,5,169.30,1.00,,
100002902,1,1,0.20,2.00,,
100002931,1,1,0.48,2.00,,
100002932,1,1,0.27,2.00,,
100002933,1,1,0.27,2.00,,
100002934,1,1,0.27,2.00,,
100003,1,5,1.64,0.10,,
1000031,1,1,1.00,0.90,,
100003101,1,5,78.30,0.50,,
1000032,1,1,2.00,1.25,,
1000032,2,5,0.25,1.00,,
1000033,1,1,2.00,1.50,,
1000033,2,5,103.10,1.00,,
1000035,1,1,2.00,1.00,,
1000035,2,5,2.50,0.70,,
1000036,1,1,2.00,1.00,,
1000036,2,5,8.87,0.60,,
100003601,1,1,2.00,1.25,,
100003602,1,1,1.53,1.10,,
1000037,1,1,2.00,1.00,,
1000037,2,5,10.89,0.80,,
1000038,1,1,1.00,1.00,,
100003801,1,1,1.00,1.00,,
100003802,1,1,0.60,1.50,,
1000041,1,1,2.00,1.00,,
1000041,2,5,1.00,1.50,,
1000041,3,5,16.50,0.80,,
1000042,1,1,2.00,1.00,,
1000044,1,1,2.00,1.00,,
1000044,2,5,2.95,0.80,,
1000045,1,1,2.00,1.00,,
1000045,2,5,0.50,0.80,,
1000046,1,1,2.00,0.60,,
100004601,1,6,135.80,0.80,,
1000047,1,6,51.50,0.80,,
1000048,1,1,2.00,0.70,,
1000048,2,5,33.00,0.70,,
100005,1,1,2.00,0.90,,
100005001,1,6,43.20,1.00,,
1000051,1,1,2.00,0.90,,
1000052,1,6,79.00,0.60,,
1000053,1,1,2.00,1.00,,
1000053,2,5,1.56,0.80,,
1000054,1,1,2.00,1.10,,
1000054,2,5,6.00,0.80,,
1000055,1,1,2.00,0.90,,
1000055,2,5,3.00,0.70,,
100005501,1,5,1.00,0.80,,
1000056,1,1,2.00,1.00,,
1000057,1,1,2.00,0.90,,
1000057,2,5,0.30,0.70,,
100006,1,1,2.00,1.50,,
100006,2,5,33.50,1.00,,
1000061,1,1,2.00,0.80,,
1000061,2,5,1.20,0.70,,
100006102,1,1,2.00,1.00,,
100006102,2,5,7.74,0.60,,
1000062,1,1,2.00,0.90,,
1000062,2,5,37.94,0.50,,
100006201,1,1,2.00,1.00,,
100006201,2,5,1.03,0.80,,
1000063,1,1,2.00,1.00,,
1000063,2,5,37.53,0.80,,
1000064,1,1,2.00,1.00,,
1000064,2,5,9.50,0.80,,
1000065,1,1,2.00,1.25,,
1000065,2,5,21.00,0.80,,
1000067,1,1,0.60,0.70,,
1000069,1,1,2.00,1.25,,
1000069,2,5,22.70,0.80,,
100007,1,1,2.00,0.90,,
100007,2,5,48.00,0.80,,
1000071,1,1,1.00,0.70,,
210001,1,1,0.27,1.50,,
210002,1,1,0.20,1.50,,
210003,1,1,0.25,1.50,,
210004,1,1,0.20,1.50,,
210005,1,1,1.20,1.25,,
2100051,1,1,0.60,1.25,,
210006,1,1,0.40,1.25,,
210007,1,1,0.30,1.25,,
210008,1,1,0.30,1.25,,
210009,1,1,0.20,1.25,,
210010,1,1,0.30,1.25,,
210011,1,1,0.60,1.25,,
210012,1,1,0.70,1.25,,
210013,1,1,0.50,1.25,,
210014,1,1,0.40,1.25,,
210015,1,1,1.00,1.25,,
210016,1,1,1.00,1.25,,
210017,1,1,0.60,1.25,,
210018,1,1,1.10,1.25,,
210019,1,1,1.40,1.25,,
210020,1,1,0.70,1.00,,
210021,1,1,0.70,1.25,,
210022,1,1,0.60,1.25,,
210023,1,1,1.30,1.25,,
210024,1,1,1.00,1.25,,
210025,1,1,0.80,1.25,,
210026,1,1,1.70,1.25,,
210027,1,1,1.20,1.00,,
210028,1,1,1.50,1.25,,
210029,1,1,1.00,1.50,,
210030,1,1,1.40,1.25,,
210031,1,1,1.00,1.25,,
210032,1,1,1.00,1.25,,
210033,1,1,1.00,1.50,,
210034,1,1,1.00,1.25,,
210035,1,1,1.33,1.25,,
210036,1,1,1.20,1.25,,
210037,1,1,1.00,1.25,,
210038,1,1,1.30,1.25,,
210039,1,1,0.60,1.25,,
210040,1,1,2.00,1.50,,
210040,2,5,0.10,1.00,,
210041,1,1,2.00,1.50,,
210041,2,5,1.00,0.70,,
210042,1,1,1.40,1.50,,
210043,1,1,0.90,1.50,,
210044,1,6,1.40,1.00,,
221001,1,1,1.30,1.25,,
221002,1,1,1.10,1.25,,
221003,1,1,0.50,1.25,,
221004,1,1,0.80,1.25,,
221005,1,1,0.85,1.00,,
2210051,1,1,0.50,0.50,,
221006,1,1,0.50,1.00,,
221007,1,1,0.45,0.80,,
221008,1,1,0.60,1.25,,
221009,1,1,0.50,1.25,,
221010,1,1,0.60,1.50,,
221011,1,6,0.80,0.21,,
250010,1,6,207.40,1.10,,
250011,1,1,2.00,2.00,,
250011,2,5,211.00,1.00,,
250020,1,6,1020.50,1.20,,
250020,2,6,1520.00,,,
412001,1,1,0.96,0.80,,
412005,1,1,1.05,0.70,,
412006,1,5,0.15,0.80,,
412007,1,5,0.11,0.80,,
412008,1,5,0.11,0.80,,
412009,1,5,0.33,0.80,,
412012,1,5,0.14,0.80,,
412013,1,5,0.14,0.80,,
412014,1,5,0.10,0.80,,
412016,1,5,0.10,0.80,,
412018,1,5,0.20,0.80,,
412019,1,5,0.10,0.80,,
412020,1,5,0.80,0.80,,
412021,1,5,0.20,0.80,,
412023,1,5,0.12,0.80,,
412024,1,5,0.38,0.80,,
412025,1,5,0.20,0.80,,
412026,1,5,0.20,0.80,,
412028,1,5,0.75,0.80,,
412029,1,5,0.40,0.80,,
412030,1,5,0.21,0.80,,
412031,1,1,0.22,1.00,,
412032,1,1,2.00,1.00,,
412032,2,5,0.40,1.00,,
412033,1,5,0.22,1.00,,
412034,1,5,1.00,0.80,,
412036,1,5,0.27,0.80,,
412037,1,5,0.50,0.80,,
412038,1,5,0.17,0.80,,
412039,1,5,0.06,0.80,,
412040,1,5,0.13,0.80,,
412042,1,5,0.48,0.80,,
412043,1,5,0.11,0.80,,
412044,1,5,0.12,0.80,,
412045,1,5,0.12,0.80,,
412046,1,1,1.28,1.00,,
412048,1,5,0.22,0.70,,
412050,1,5,0.14,0.80,,
412051,1,5,0.12,0.70,,
412052,1,5,1.10,0.80,,
412053,1,5,0.10,0.80,,
412054,1,5,0.12,0.70,,
412055,1,5,0.08,0.80,,
412056,1,5,0.05,0.80,,
412057,1,1,1.70,1.00,,
412058,1,5,0.15,0.80,,
412059,1,5,0.10,0.80,,
412060,1,5,0.20,0.80,,
412062,1,1,1.27,1.25,,
412063,1,5,0.20,0.80,,
412065,1,5,0.10,0.80,,
412066,1,5,0.10,0.80,,
412067,1,1,2.00,0.90,,
412067,2,5,1.02,0.90,,
412070,1,5,0.10,0.80,,
412071,1,5,0.10,0.80,,
412072,1,5,0.35,0.80,,
412073,1,5,0.10,0.80,,
412074,1,5,0.30,0.80,,
412075,1,5,0.45,0.80,,
412076,1,5,0.10,0.80,,
412077,1,5,0.10,0.80,,
412078,1,5,0.10,0.80,,
412079,1,5,0.13,0.80,,
412080,1,5,0.38,0.80,,
417001,1,1,1.42,1.00,,
417002,1,1,1.11,1.10,,
417005,1,1,0.80,1.10,,
417006,1,1,0.30,1.00,,
417007,1,5,0.30,0.80,,
417008,1,5,0.30,0.80,,
417011,1,1,1.15,0.70,,
417012,1,5,0.20,0.80,,
417013,1,5,0.10,0.80,,
417016,1,5,0.22,0.80,,
417018,1,5,0.16,0.80,,
417019,1,5,0.16,0.80,,
417020,1,5,0.16,0.80,,
417022,1,1,0.20,1.00,,
417027,1,1,2.00,1.00,,
417027,2,5,0.10,1.00,,
417030,1,5,0.15,0.80,,
417031,1,1,0.35,1.00,,
417032,1,5,0.38,0.80,,
417033,1,1,2.00,1.25,,
417033,2,5,0.30,1.00,,
417035,1,5,0.10,0.80,,
417036,1,5,0.13,0.80,,
417039,1,5,0.32,0.80,,
417042,1,1,1.92,1.00,,
417043,1,1,0.65,1.25,,
417044,1,1,0.49,1.25,,
417045,1,5,0.20,0.80,,
417050,1,1,1.10,1.10,,
417052,1,5,0.20,0.80,,
417053,1,5,0.20,0.80,,
417054,1,5,0.20,0.80,,
417055,1,5,0.20,0.80,,
417057,1,5,0.20,0.80,,
417058,1,1,0.75,1.10,,
417059,1,1,1.31,1.10,,
417061,1,5,0.20,0.80,,
417062,1,1,0.60,1.00,,
417063,1,5,0.20,0.80,,
417064,1,5,0.20,0.80,,
417065,1,5,0.20,0.80,,
417067,1,5,0.22,0.80,,
417068,1,1,0.48,1.00,,
417070,1,5,0.20,0.80,,
417071,1,5,0.20,0.80,,
417072,1,5,0.33,0.80,,
417073,1,5,0.33,0.80,,
417074,1,6,0.82,0.70,,
417075,1,1,1.10,1.10,,
417076,1,5,0.08,0.80,,
417077,1,5,0.09,0.80,,
417078,1,5,0.19,0.80,,
417079,1,5,0.20,0.80,,
417080,1,1,0.34,1.10,,
417082,1,5,0.46,0.80,,
417083,1,5,0.12,0.80,,
4170831,1,5,0.24,0.80,,
417085,1,1,1.45,1.10,,
417088,1,5,0.20,0.80,,
417089,1,5,0.20,0.80,,
417090,1,6,1.26,0.70,,
417091,1,5,0.40,0.80,,
417092,1,1,0.90,0.70,,
417093,1,1,1.08,1.25,,
417094,1,1,1.70,1.10,,
4170981,1,5,0.10,0.80,,
417099,1,1,2.00,0.80,,
417099,2,5,1.17,0.80,,
417101,1,5,0.24,0.80,,
417104,1,5,0.26,0.80,,
417106,1,5,0.20,0.80,,
417107,1,5,0.14,0.80,,
417108,1,5,0.29,0.80,,
417109,1,5,0.18,0.80,,
417110,1,5,0.16,0.80,,
417111,1,5,0.13,0.80,,
417112,1,5,0.16,0.80,,
417113,1,5,0.38,0.80,,
417114,1,5,0.11,0.80,,
417115,1,5,0.10,0.80,,
417116,1,5,0.18,0.80,,
417117,1,5,0.18,0.80,,
417118,1,5,0.08,0.80,,
417120,1,5,0.20,0.80,,
417121,1,5,0.55,0.80,,
417122,1,5,0.15,0.80,,
417123,1,5,0.37,0.80,,
417126,1,1,0.79,1.10,,
417127,1,5,0.10,0.80,,
417129,1,5,1.62,0.80,,
417132,1,5,0.75,0.80,,
417133,1,5,0.18,0.80,,
417135,1,5,0.18,0.80,,
417136,1,5,0.10,0.80,,
417137,1,5,0.18,0.80,,
417138,1,5,0.12,0.80,,
417139,1,5,0.16,0.80,,
417140,1,5,0.15,0.80,,
417141,1,5,0.14,0.80,,
417142,1,5,0.17,0.80,,
417143,1,5,0.11,0.80,,
417147,1,5,0.24,0.80,,
417148,1,5,0.12,0.80,,
417149,1,5,0.30,0.80,,
417150,1,1,2.00,1.00,,
417150,2,5,0.40,1.00,,
417151,1,1,0.93,1.00,,
417152,1,1,0.56,1.25,,
417155,1,1,0.82,1.00,,
417156,1,5,0.30,0.80,,
417158,1,5,0.11,0.80,,
417162,1,5,0.15,0.80,,
417163,1,1,0.35,1.00,,
417167,1,5,0.15,0.80,,
417169,1,5,0.12,0.80,,
417173,1,1,1.90,1.00,,
417177,1,5,0.14,0.80,,
417179,1,1,2.00,1.00,,
417179,2,5,1.26,1.00,,
417180,1,5,0.23,0.80,,
417181,1,5,0.60,0.80,,
417182,1,5,0.22,0.80,,
417183,1,5,0.25,0.80,,
4171831,1,5,0.25,0.80,,
417184,1,1,1.98,1.25,,
417187,1,1,0.80,1.10,,
417188,1,1,1.00,1.00,,
417189,1,1,2.00,1.25,,
417189,2,5,0.10,1.00,,
417190,1,5,0.20,0.80,,
417194,1,5,0.20,0.80,,
417196,1,5,0.30,0.80,,
417197,1,1,1.80,1.00,,
417198,1,5,0.20,0.80,,
417199,1,5,0.20,0.80,,
417200,1,5,0.14,0.80,,
417201,1,5,0.20,0.80,,
417202,1,5,0.10,0.80,,
417203,1,5,0.10,0.80,,
417204,1,5,0.20,0.80,,
417205,1,5,0.20,0.80,,
417206,1,5,0.10,0.80,,
417207,1,5,0.20,0.80,,
417208,1,5,0.10,0.80,,
417213,1,5,0.10,0.80,,
417215,1,5,0.20,0.80,,
417217,1,1,0.50,1.00,,
417219,1,1,0.50,0.50,,
417222,1,5,0.40,0.80,,
417223,1,1,0.60,1.00,,
417225,1,1,0.30,0.70,,
417228,1,5,0.30,0.80,,
417229,1,1,1.69,1.00,,
417231,1,5,0.20,0.80,,
417232,1,1,1.20,1.00,,
417234,1,1,1.40,1.00,,
417235,1,1,1.63,1.00,,
417236,1,5,0.19,0.80,,
417239,1,5,0.25,0.80,,
417241,1,1,1.00,1.00,,
417242,1,5,0.50,0.80,,
417244,1,5,0.37,0.80,,
417247,1,1,2.00,1.00,,
417247,2,5,0.32,1.00,,
417250,1,1,1.29,1.00,,
417252,1,1,0.50,1.00,,
417253,1,5,0.20,0.80,,
417254,1,1,1.00,1.00,,
417255,1,5,0.30,0.80,,
417256,1,5,0.21,0.80,,
417257,1,1,0.10,0.70,,
4172571,1,5,0.10,0.80,,
417258,1,1,0.30,1.00,,
417259,1,1,1.10,1.00,,
417261,1,5,0.20,0.80,,
417262,1,1,0.50,1.00,,
417264,1,1,0.96,1.00,,
417266,1,5,0.20,0.80,,
4172661,1,5,0.20,0.80,,
4172662,1,5,0.10,0.80,,
417267,1,1,1.10,1.00,,
417268,1,1,0.90,1.00,,
417269,1,5,0.18,0.80,,
417270,1,5,0.17,0.80,,
4172711,1,5,0.20,0.80,,
417272,1,5,0.30,0.80,,
4172721,1,5,0.26,0.80,,
417274,1,5,0.12,0.80,,
417275,1,5,0.30,0.80,,
417276,1,1,1.62,0.80,,
417277,1,1,1.93,1.00,,
417279,1,5,0.15,0.80,,
417280,1,5,0.15,0.80,,
417281,1,5,0.08,0.80,,
417282,1,5,0.15,0.80,,
417283,1,5,0.15,0.80,,
417284,1,5,0.08,0.80,,
417285,1,5,0.15,0.80,,
417286,1,5,0.08,0.80,,
417287,1,1,0.98,0.90,,
417288,1,5,0.15,0.80,,
417290,1,5,0.13,0.80,,
417291,1,5,0.25,0.80,,
417292,1,5,0.45,0.80,,
417293,1,5,0.10,0.80,,
417294,1,5,0.10,0.80,,
417295,1,5,0.10,0.80,,
417296,1,5,0.10,0.80,,
417297,1,5,0.30,0.80,,
417300,1,1,1.15,1.00,,
4173001,1,5,0.10,0.80,,
4173002,1,5,0.30,0.80,,
417301,1,5,0.10,0.80,,
417302,1,5,0.20,0.80,,
4173022,1,1,0.50,1.00,,
417303,1,5,0.10,0.80,,
417304,1,5,0.10,0.80,,
417305,1,1,0.30,1.00,,
417306,1,5,0.10,0.80,,
417307,1,5,0.10,0.80,,
417310,1,5,0.10,0.80,,
417313,1,5,0.10,0.80,,
417317,1,1,0.96,1.00,,
417320,1,6,1.30,0.70,,
417321,1,5,0.10,0.80,,
417322,1,5,0.10,0.80,,
417323,1,5,0.10,0.80,,
417324,1,5,0.20,0.80,,
417325,1,5,0.10,0.80,,
417326,1,5,0.10,0.80,,
417328,1,5,0.10,0.80,,
417329,1,5,0.20,0.80,,
417330,1,5,0.20,0.80,,
417331,1,5,0.10,0.80,,
417332,1,5,0.10,0.80,,
417334,1,5,0.10,0.80,,
417335,1,5,0.10,0.80,,
417336,1,5,0.10,0.80,,
417337,1,5,0.30,0.80,,
417338,1,5,0.10,0.80,,
417342,1,5,0.10,0.80,,
417343,1,5,0.40,0.80,,
417347,1,5,0.10,0.80,,
417348,1,5,0.20,0.80,,
417350,1,5,0.30,0.80,,
417352,1,5,0.20,0.80,,
417353,1,5,0.10,0.80,,
417354,1,5,0.10,0.80,,
417355,1,5,0.10,0.80,,
417356,1,5,0.10,0.80,,
417357,1,5,0.15,0.80,,
417358,1,5,0.20,0.80,,
417359,1,5,0.30,0.80,,
417360,1,5,0.15,0.80,,
417361,1,5,0.10,0.80,,
417362,1,5,0.20,1.00,,
417363,1,1,0.70,1.00,,
417368,1,5,0.20,0.80,,
417369,1,5,0.20,0.80,,
417370,1,5,0.10,0.80,,
417373,1,1,2.00,1.25,,
417373,2,5,1.70,0.90,,
4173732,1,5,0.10,0.80,,
417380,1,5,0.30,0.80,,
417381,1,5,0.10,0.80,,
417382,1,1,2.00,1.00,,
417382,2,5,0.42,1.00,,
417383,1,5,0.10,0.80,,
417384,1,5,0.10,0.80,,
417385,1,1,0.82,1.00,,
417386,1,5,0.10,0.80,,
417387,1,5,0.10,0.80,,
4173871,1,5,0.10,0.80,,
417390,1,5,0.50,0.80,,
417392,1,5,0.70,0.80,,
417394,1,5,0.10,0.80,,
417397,1,5,0.30,0.80,,
417400,1,5,0.40,0.80,,
417405,1,5,0.10,0.80,,
417408,1,5,0.10,0.80,,
417409,1,5,0.10,0.80,,
417410,1,5,0.10,0.80,,
417411,1,5,0.15,0.80,,
417412,1,5,0.10,0.80,,
417413,1,5,0.35,0.80,,
417414,1,5,0.20,0.80,,
4174151,1,5,0.10,0.80,,
417416,1,1,1.20,1.00,,
4174161,1,5,0.10,0.80,,
417417,1,5,0.10,0.80,,
417419,1,5,0.10,0.80,,
417422,1,1,2.00,1.00,,
417422,2,5,3.70,1.00,,
417423,1,5,0.10,0.80,,
417425,1,1,1.10,1.00,,
417429,1,5,0.20,0.80,,
417430,1,1,2.00,1.00,,
417430,2,5,1.70,1.00,,
417432,1,5,0.20,0.80,,
417433,1,5,0.82,0.80,,
417437,1,5,0.10,0.80,,
417443,1,5,0.20,0.80,,
418001,1,5,0.20,0.80,,
4180011,1,1,0.10,1.00,,
418002,1,1,0.47,1.00,,
418003,1,5,0.22,0.80,,
418005,1,1,1.60,1.00,,
418012,1,5,0.10,0.80,,
418013,1,5,0.10,0.80,,
418015,1,5,0.20,0.80,,
418016,1,5,0.10,0.80,,
418017,1,5,0.20,0.80,,
418019,1,5,0.20,0.80,,
418020,1,1,2.00,1.00,,
418020,2,5,1.00,0.70,,
418021,1,5,1.71,1.00,,
418022,1,5,0.27,0.80,,
418023,1,1,1.35,0.80,,
418024,1,5,0.20,0.80,,
418025,1,5,0.20,0.80,,
418026,1,5,0.20,0.80,,
418027,1,1,1.10,1.00,,
418028,1,1,0.80,1.00,,
4180281,1,5,0.47,0.80,,
418031,1,5,0.10,0.80,,
418032,1,5,0.10,0.80,,
418033,1,5,0.10,0.80,,
418034,1,5,0.10,0.80,,
418035,1,5,0.10,0.80,,
418036,1,5,0.10,0.80,,
418037,1,5,0.20,0.80,,
418039,1,5,0.10,0.80,,
418041,1,5,0.20,0.80,,
418044,1,1,1.60,1.00,,
418047,1,1,2.00,1.00,,
4180501,1,5,0.10,0.80,,
418054,1,6,0.50,0.50,,
418055,1,5,0.20,0.80,,
418056,1,5,0.10,0.80,,
418057,1,5,0.10,0.80,,
418059,1,5,0.10,0.80,,
418064,1,1,1.30,1.25,,
418065,1,1,2.00,1.00,,
418065,2,5,2.08,1.00,,
418067,1,5,0.35,0.80,,
418070,1,5,0.10,0.80,,
418072,1,5,0.20,0.80,,
418082,1,5,0.10,0.80,,
418084,1,5,0.10,0.80,,
418085,1,5,0.10,0.80,,
418089,1,5,0.20,0.80,,
418091,1,5,0.25,0.80,,
418092,1,5,0.13,0.80,,
418094,1,5,0.20,0.80,,
418095,1,5,0.10,0.80,,
418100,1,1,1.70,1.00,,
418103,1,5,0.27,0.80,,
418105,1,5,0.33,0.80,,
418108,1,5,0.23,0.80,,
418109,1,5,0.23,0.80,,
418110,1,1,0.50,1.00,,
418111,1,1,0.85,1.00,,
418114,1,1,1.67,1.00,,
418117,1,1,2.00,1.25,,
418119,1,1,0.90,1.00,,
418120,1,5,0.20,0.80,,
418124,1,1,2.00,0.90,,
418124,2,5,0.10,0.90,,
418127,1,1,1.45,1.00,,
418129,1,5,0.20,0.80,,
418130,1,5,0.20,0.80,,
418132,1,5,0.20,0.80,,
418133,1,5,0.20,0.80,,
418136,1,5,0.20,0.80,,
418137,1,5,0.20,0.80,,
418138,1,6,0.20,0.70,,
418139,1,5,0.30,0.80,,
418141,1,5,0.20,0.80,,
418142,1,5,0.20,0.80,,
418143,1,1,1.80,1.50,,
418145,1,1,0.48,0.40,,
418146,1,5,0.11,0.80,,
418147,1,5,0.10,0.80,,
418148,1,5,0.10,0.80,,
418151,1,1,1.27,1.25,,
418154,1,5,0.12,0.80,,
418156,1,5,0.10,0.80,,
418158,1,5,0.20,0.80,,
418159,1,5,0.60,0.80,,
418161,1,5,0.10,0.80,,
418164,1,5,0.45,0.80,,
418165,1,5,0.20,0.80,,
4181651,1,5,0.28,0.80,,
418166,1,1,0.35,1.00,,
418167,1,5,0.30,1.00,,
418168,1,5,0.12,0.80,,
418169,1,5,0.10,0.80,,
418170,1,5,0.17,0.80,,
418171,1,5,0.09,0.80,,
418172,1,1,0.37,0.90,,
418173,1,5,0.21,0.80,,
418174,1,5,0.11,0.80,,
418176,1,5,0.12,0.80,,
418177,1,5,9.50,0.80,,
418178,1,1,2.00,1.50,,
418178,2,5,5.40,1.00,,
418179,1,5,0.82,0.80,,
418180,1,5,0.20,0.80,,
418184,1,5,0.43,1.00,,
418185,1,5,0.23,0.80,,
418186,1,5,0.14,0.80,,
418187,1,5,0.10,0.80,,
418188,1,5,0.10,0.80,,
418190,1,1,1.07,1.00,,
418191,1,5,0.10,0.80,,
418194,1,5,0.20,0.80,,
418197,1,5,0.10,0.80,,
418198,1,5,0.10,0.80,,
418200,1,6,3.58,0.80,,
418201,1,5,0.11,0.80,,
418202,1,5,0.10,0.80,,
418203,1,5,0.10,0.80,,
418204,1,5,0.40,0.80,,
418207,1,5,0.40,0.80,,
418209,1,5,0.20,0.80,,
418210,1,5,0.10,0.80,,
418211,1,5,0.10,0.80,,
418212,1,6,2.04,0.70,,
418215,1,5,0.55,0.80,,
418216,1,1,0.60,1.00,,
418217,1,1,0.69,1.00,,
418219,1,5,0.55,0.80,,
418220,1,5,0.11,0.80,,
418222,1,1,0.85,1.00,,
418223,1,5,0.12,0.80,,
418224,1,5,0.35,0.80,,
418226,1,1,1.19,1.00,,
418227,1,5,0.12,0.80,,
418228,1,5,0.25,0.80,,
418229,1,5,0.12,0.80,,
418230,1,5,0.12,0.80,,
418231,1,5,0.12,0.80,,
418232,1,5,0.11,0.80,,
418233,1,5,0.58,0.80,,
418234,1,5,0.10,0.80,,
418236,1,5,0.12,0.80,,
418240,1,5,0.24,0.80,,
418242,1,5,0.11,0.80,,
418245,1,5,0.11,0.80,,
418248,1,5,0.20,0.80,,
418249,1,5,0.18,0.80,,
418252,1,5,0.35,0.80,,
418253,1,5,0.45,0.80,,
418254,1,5,0.10,0.80,,
418259,1,5,0.15,0.80,,
418260,1,5,0.30,0.80,,
418262,1,5,0.12,0.80,,
