parcel_id,land_no,Land,Area,Grade,Frontage,Depth
0090066,1,6,3.70,0.70,,
0090067,1,1,2.00,1.50,,
0090067,2,5,6.80,0.80,,
0090068,1,6,3.90,0.70,,
0090069,1,1,2.00,1.25,,
0090069,2,5,4.20,0.70,,
009007,1,5,7.50,0.80,,
0090071,1,1,2.00,1.00,,
0090071,2,5,1.60,0.80,,
0090073,1,5,3.50,0.70,,
0090074,1,1,2.00,1.25,,
0090074,2,5,1.20,1.00,,
0090076,1,1,2.00,1.00,,
0090076,2,5,0.40,1.00,,
0090077,1,5,3.00,1.00,,
0090078,1,1,2.00,1.00,,
0090078,2,5,0.70,1.00,,
009008,1,1,2.00,1.25,,
009008,2,5,0.60,1.00,,
0090081,1,1,1.50,1.25,,
0090082,1,1,2.00,1.00,,
0090082,2,5,2.94,0.80,,
009008201,1,1,2.00,1.25,,
009008201,2,5,3.40,1.00,,
009008202,1,1,2.00,1.25,,
009008202,2,5,3.40,1.00,,
0090083,1,1,2.00,1.00,,
0090083,2,5,0.70,0.80,,
0090084,1,1,2.00,1.00,,
0090084,2,5,1.02,0.80,,
0090085,1,1,2.00,1.25,,
0090085,2,5,1.40,1.00,,
0090087,1,1,2.00,1.50,,
0090087,2,5,33.00,1.00,,
0120001,1,1,2.00,1.25,,
0120001,2,5,5.00,1.00,,
0120001,3,5,2.00,0.50,,
0120002,1,1,2.00,1.25,,
0120002,2,5,7.05,1.00,,
0120003,1,1,2.00,3.00,,
0120003,2,5,52.13,0.80,,
0120004,1,1,2.00,2.00,,
0120004,2,5,4.00,1.00,,
0120005,1,1,2.00,1.50,,
0120005,2,5,2.70,1.00,,
0120006,1,1,2.00,1.25,,
0120006,2,5,9.46,0.80,,
0120007,1,1,2.00,0.80,,
0120007,2,5,0.35,1.00,,
0120008,1,1,1.00,1.25,,
0120009,1,1,2.00,3.00,,
0120009,2,5,14.00,1.00,,
0120011,1,1,1.00,1.25,,
0120012,1,1,2.00,2.00,,
0120012,2,5,50.60,1.00,,
0120013,1,1,2.00,1.50,,
0120013,2,5,0.40,1.00,,
0120014,1,1,1.10,1.50,,
0120015,1,1,2.00,1.50,,
0120015,2,5,0.40,0.70,,
0120018,1,1,2.00,2.00,,
0120018,2,5,3.10,1.00,,
0120019,1,1,2.00,2.00,,
0120019,2,5,17.90,1.50,,
012002,1,1,2.00,1.50,,
012002,2,5,2.30,1.00,,
0120021,1,1,2.00,2.00,,
0120021,2,5,0.20,1.00,,
0120022,1,1,2.00,2.00,,
0120022,2,5,5.90,1.10,,
0120023,1,1,2.00,1.50,,
0120023,2,5,0.10,1.00,,
0120024,1,1,2.00,1.50,,
0120024,2,5,0.10,1.00,,
0120025,1,1,2.00,0.70,,
0120025,2,5,0.20,0.70,,
0120026,1,1,2.00,3.00,,
0120026,2,5,100.40,1.00,,
0120027,1,1,2.00,1.50,,
0120027,2,5,9.20,1.00,,
0120028,1,1,2.00,2.00,,
0120028,2,5,18.59,0.80,,
012003001,1,1,2.00,1.25,,
012003001,2,5,5.59,1.00,,
012003002,1,1,2.00,1.25,,
012003002,2,5,5.56,1.00,,
012003003,1,1,2.00,2.00,,
012003003,2,5,5.15,1.00,,
012003004,1,1,2.00,3.00,,
012003004,2,5,6.16,1.00,,
012003005,1,1,2.00,2.00,,
012003005,2,5,7.65,1.00,,
0120031,1,1,2.00,0.60,,
0120031,2,5,12.00,0.60,,
0120033,1,1,2.00,3.00,,
0120033,2,5,19.00,1.50,,
0120034,1,1,2.00,3.00,,
0120034,2,5,31.00,1.00,,
0120036,1,1,2.00,1.50,,
0120036,2,5,0.20,1.00,,
0120037,1,1,2.00,1.00,,
0120039,1,1,2.00,1.25,,
0120039,2,5,10.70,0.80,,
012004,1,1,2.00,3.00,,
012004,2,5,23.90,1.50,,
012005,1,1,2.00,3.00,,
012005,2,5,12.20,1.00,,
0140001,1,1,1.00,1.00,,
0140002,1,1,2.00,2.00,,
0140002,2,5,8.80,1.00,,
0140003,1,1,2.00,1.50,,
0140003,2,5,7.30,1.00,,
0140004,1,1,2.00,1.50,,
0140004,2,5,10.00,1.00,,
0140005,1,6,8.10,1.25,,
0140005,2,1,2.00,1.25,,
0140006,1,1,2.00,1.50,,
0140007,1,1,2.00,1.50,,
0140007,2,5,2.50,1.00,,
0140008,1,1,2.00,1.25,,
0140008,2,5,2.50,1.00,,
0140009,1,1,2.00,2.00,,
0140009,2,5,8.50,1.00,,
014000901,1,1,2.00,1.50,,
014000901,2,5,58.70,1.50,,
0140011,1,1,2.00,1.25,,
0140011,2,5,4.00,1.00,,
0140012,1,1,2.00,1.00,,
0140012,2,5,1.00,1.00,,
0140013,1,1,2.00,1.25,,
0140013,2,5,4.50,1.00,,
0140014,1,1,2.00,1.25,,
0140014,2,5,8.50,1.00,,
0140015,1,1,2.00,1.00,,
0140015,2,5,1.60,1.00,,
0160001,1,1,0.32,1.00,,
0160002,1,1,1.00,1.00,,
0160003,1,1,0.50,1.00,,
0160004,1,1,2.00,1.50,,
0160004,2,5,103.90,1.10,,
0160005,1,1,2.00,1.25,,
0160005,2,5,92.70,1.00,,
0160006,1,1,2.00,1.25,,
0160006,2,5,0.60,0.90,,
0160007,1,1,1.50,1.10,,
0160008,1,1,1.03,1.10,,
0160009,1,1,1.97,1.25,,
016001,1,1,0.86,0.20,,
0160011,1,1,0.25,0.60,,
0160012,1,1,0.54,0.60,,
0160013,1,1,2.00,0.60,,
0160013,2,5,1.00,0.60,,
0160014,1,1,0.25,1.00,,
0160015,1,5,78.30,0.50,,
0160016,1,1,2.00,1.10,,
0160016,2,5,0.50,1.00,,
0160017,1,1,2.00,1.10,,
0160017,2,5,17.50,1.00,,
0160018,1,1,2.00,0.80,,
0160018,2,5,8.00,0.60,,
016002,1,1,2.00,1.10,,
016002,2,5,20.70,1.00,,
016002001,1,1,2.00,1.25,,
016002001,2,5,2.00,1.00,,
0160021,1,1,1.20,1.10,,
016002301,1,1,2.00,1.10,,
016002301,2,5,3.00,1.00,,
0160024,1,1,2.00,1.10,,
0160024,2,5,5.00,1.00,,
0160025,1,1,2.00,1.10,,
0160025,2,5,3.40,1.00,,
0160026,1,1,1.01,1.00,,
0160027,1,1,2.00,1.10,,
0160027,2,5,2.70,1.00,,
0160028,1,1,2.00,1.25,,
0160028,2,5,49.80,1.00,,
016003,1,1,1.50,1.00,,
0160031,1,1,1.50,1.00,,
0160032,1,1,1.50,0.80,,
0160033,1,1,1.42,1.00,,
0160035,1,1,2.00,1.10,,
0160035,2,5,7.00,1.00,,
016003502,1,1,2.00,1.00,,
016003502,2,5,4.40,1.00,,
0160036,1,1,1.50,0.90,,
0160037,1,1,1.40,1.00,,
0160038,1,1,1.70,1.00,,
016003901,1,1,2.00,1.10,,
016003901,2,5,28.60,0.90,,
016003902,1,1,2.00,1.00,,
016003902,2,5,9.10,0.80,,
016003903,1,1,2.00,1.00,,
016003903,2,5,9.20,0.60,,
016004,1,1,2.00,1.00,,
0160041,1,5,30.00,0.50,,
016004101,1,5,34.00,0.50,,
016004102,1,1,2.00,2.00,,
016004102,2,5,38.00,0.70,,
0160042,1,1,2.00,1.00,,
0160042,2,5,26.40,0.90,,
0160044,1,1,2.00,1.00,,
0160044,2,5,14.94,0.80,,
016004401,1,1,1.22,1.00,,
0160045,1,1,2.00,1.10,,
0160045,2,5,5.30,0.90,,
0160046,1,1,2.00,3.00,,
0160046,2,5,57.75,2.00,,
01600461,1,1,2.00,3.50,,
01600461,2,5,65.60,2.00,,
01600462,1,1,2.00,2.00,,
01600462,2,5,10.75,1.00,,
0160047,1,1,2.00,1.50,,
0160047,2,5,21.00,1.00,,
0160049,1,6,115.00,0.80,,
016005,1,1,2.00,1.10,,
016005,2,5,14.00,1.00,,
0160051,1,1,2.00,1.00,,
0160051,2,5,4.26,0.50,,
016005101,1,1,2.00,1.25,,
016005101,2,5,8.09,0.80,,
016005102,1,1,2.00,1.00,,
016005102,2,5,6.91,1.00,,
0160052,1,6,64.00,1.35,,
016005201,1,1,2.00,1.00,,
016005201,2,5,2.70,0.80,,
016005202,1,1,2.00,1.10,,
016005202,2,5,0.70,0.80,,
016005203,1,1,2.00,1.10,,
016005203,2,5,1.42,0.70,,
0160053,1,1,2.00,1.10,,
0160053,2,5,6.00,1.00,,
0160054,1,1,2.00,1.00,,
0160054,2,5,3.00,0.90,,
016005501,1,1,2.00,1.00,,
016005501,2,5,0.27,1.00,,
016005502,1,1,2.00,1.00,,
016005502,2,5,0.28,1.00,,
016005503,1,1,2.00,1.00,,
016005503,2,5,0.12,1.00,,
016005504,1,1,2.00,1.10,,
016005504,2,5,0.15,1.10,,
016005505,1,1,1.22,1.10,,
016005507,1,1,2.00,1.10,,
016005507,2,5,2.12,1.00,,
016005509,1,1,2.00,1.10,,
016005509,2,5,0.25,1.10,,
016005510,1,1,2.00,1.10,,
016005510,2,5,0.79,1.10,,
016005511,1,1,2.00,1.10,,
016005511,2,5,0.48,1.10,,
016005512,1,1,2.00,1.10,,
016005512,2,5,0.50,1.10,,
016005513,1,1,2.00,1.10,,
016005513,2,5,0.30,1.10,,
016005515,1,1,2.00,1.00,,
016005515,2,5,2.88,1.00,,
016005516,1,1,1.11,1.10,,
0160056,1,1,2.00,2.00,,
0160056,2,7,2.00,1.00,,
0160056,3,5,20.50,1.00,,
0160057,1,1,2.00,1.25,,
0160057,2,5,9.70,0.80,,
0160058,1,1,2.00,1.50,,
0160058,2,5,1.00,1.50,,
0160059,1,1,2.00,2.00,,
0160059,2,5,63.50,1.00,,
016005901,1,1,2.00,1.50,,
016005901,2,5,10.70,1.50,,
016006000,1,1,2.00,1.50,,
016006000,2,5,14.65,1.50,,
0160061,1,1,2.00,1.00,,
0160061,2,5,1.20,1.00,,
0160062,1,1,1.00,0.80,,
0220001,1,1,2.00,1.00,,
0220001,2,5,0.22,1.00,,
0220003,1,1,2.00,1.10,,
0220003,2,5,4.80,0.60,,
022000301,1,1,2.00,1.00,,
022000301,2,5,0.20,1.00,,
0220004,1,1,1.00,0.50,,
0220005,1,1,2.00,1.50,,
0220005,2,5,77.28,1.50,,
022000501,1,5,1.80,1.00,,
0220006,1,1,2.00,1.25,,
0220007,1,1,2.00,1.25,,
0220007,2,7,2.00,0.80,,
0220007,3,5,2.60,0.80,,
0220009,1,1,2.00,1.25,,
0220009,2,5,2.00,1.00,,
022001,1,1,2.00,1.50,,
022001,2,7,2.00,1.00,,
022001,3,5,0.90,0.80,,
0220012,1,5,7.20,0.50,,
0220013,1,1,2.00,1.75,,
0220013,2,5,9.20,1.00,,
0220014,1,1,2.00,2.00,,
0220014,2,5,34.00,1.00,,
0220015,1,1,2.00,2.00,,
0220015,2,5,26.20,1.00,,
0220016,1,1,2.00,2.00,,
0220016,2,5,18.70,1.00,,
0220017,1,1,2.00,1.25,,
0220017,2,7,2.00,1.00,,
0220017,3,5,33.90,1.00,,
022001702,1,1,2.00,1.00,,
022001702,2,5,8.03,0.80,,
022001703,1,1,2.00,1.00,,
022001703,2,5,6.32,0.80,,
022001704,1,1,2.00,1.00,,
022001704,2,5,8.20,0.80,,
0230001,1,1,1.30,1.00,,
0230002,1,1,1.00,1.00,,
0230003,1,1,1.13,1.00,,
0230005,1,1,1.70,1.00,,
0230006,1,1,1.88,1.00,,
023000602,1,1,1.46,1.00,,
02300061,1,1,0.88,1.00,,
0230008,1,1,2.00,1.00,,
0230008,2,5,1.60,1.00,,
0230009,1,1,2.00,0.90,,
0230009,2,5,0.84,1.00,,
023001,1,1,1.50,1.25,,
02300101,1,1,1.50,1.00,,
02300102,1,6,14.20,1.50,,
02300103,1,6,11.00,1.50,,
0230011,1,1,0.50,1.25,,
0230012,1,1,1.44,0.90,,
0230013,1,1,1.50,1.00,,
023001301,1,1,1.06,1.00,,
023001302,1,1,2.00,1.15,,
023001302,2,5,9.50,0.70,,
023001303,1,1,2.00,1.50,,
023001303,2,5,20.00,0.70,,
023001304,1,1,1.15,1.00,,
023001305,1,1,1.51,1.00,,
023001401,1,1,2.00,1.50,,
023001401,2,5,25.50,0.80,,
023001402,1,6,29.60,1.75,,
023001403,1,1,2.00,1.25,,
023001403,2,5,1.00,1.00,,
023001404,1,1,2.00,1.25,,
023001404,2,5,1.20,1.00,,
023001405,1,1,2.00,1.25,,
023001405,2,5,27.60,0.60,,
023001501,1,1,2.00,4.00,,
023001501,2,5,199.60,0.80,,
023001502,1,1,2.00,1.50,,
023001502,2,5,11.10,0.70,,
0230016,1,6,49.00,1.25,,
023001701,1,1,2.00,2.25,,
023001701,2,5,20.50,0.80,,
0230018,1,1,2.00,1.50,,
0230018,2,5,8.25,0.80,,
0230019,1,1,2.00,1.75,,
0230019,2,5,15.08,0.80,,
0230021,1,1,2.00,2.50,,
0230021,2,5,8.11,1.00,,
0230022,1,1,2.00,2.50,,
0230022,2,5,8.29,1.00,,
023002201,1,1,2.00,1.25,,
023002201,2,5,4.80,1.00,,
0230023,1,1,2.00,2.00,,
0230023,2,7,2.00,1.00,,
0230023,3,5,14.95,0.90,,
023002301,1,1,2.00,2.00,,
023002301,2,5,6.05,0.80,,
0230024,1,1,1.24,2.50,,
023002501,1,1,2.00,1.00,,
023002501,2,5,2.00,0.80,,
023002502,1,1,2.00,1.00,,
023002502,2,5,2.20,0.80,,
023002503,1,1,2.00,1.10,,
023002503,2,5,0.50,1.00,,
023002504,1,1,2.00,0.90,,
023002504,2,5,0.20,1.00,,
023002506,1,6,3.00,0.80,,
02300251,1,1,2.00,1.10,,
02300251,2,5,8.25,0.80,,
0230026,1,1,2.00,1.00,,
0230026,2,5,1.00,0.80,,
023002601,1,1,2.00,1.10,,
023002601,2,5,2.40,0.80,,
023002602,1,1,2.00,1.50,,
023002602,2,5,0.40,1.00,,
023002603,1,1,2.00,0.60,,
023002603,2,5,4.40,0.60,,
023002604,1,1,2.00,1.25,,
023002604,2,5,1.00,1.00,,
0230028,1,1,2.00,1.25,,
0230028,2,5,4.00,0.90,,
0230029,1,1,2.00,1.00,,
0230029,2,5,0.75,1.00,,
023002901,1,1,2.00,1.10,,
023002901,2,5,4.30,0.80,,
0230031,1,6,10.60,1.00,,
0230032,1,1,2.00,1.00,,
0230032,2,5,1.00,0.80,,
023003201,1,6,57.40,1.00,,
023003203,1,1,2.00,1.50,,
023003203,2,5,30.00,1.00,,
023003204,1,1,2.00,1.10,,
023003204,2,5,13.50,0.80,,
0230033,1,1,2.00,1.00,,
0230033,2,5,7.30,0.80,,
0230034,1,1,2.00,2.50,,
0230034,2,5,11.60,1.00,,
0230035,1,1,2.00,2.00,,
0230035,2,5,10.70,0.80,,
0230036,1,1,2.00,2.00,,
0230036,2,5,9.70,0.70,,
0230037,1,1,2.00,1.50,,
0230037,2,5,1.00,0.80,,
0230039,1,1,2.00,1.50,,
0230039,2,5,5.26,1.00,,
023003901,1,1,2.00,2.50,,
023003901,2,5,8.10,0.80,,
023003902,1,1,2.00,1.50,,
023003902,2,5,28.02,1.00,,
023003903,1,1,2.00,1.50,,
023003903,2,5,16.15,1.00,,
023003905,1,1,2.00,1.50,,
023003905,2,5,3.60,1.00,,
023003906,1,1,2.00,1.50,,
023003906,2,5,3.10,1.00,,
023003907,1,1,2.00,1.50,,
023003907,2,5,3.80,1.00,,
023003908,1,1,2.00,1.25,,
023003908,2,5,3.00,1.00,,
023003909,1,1,2.00,1.50,,
023003909,2,5,4.20,1.00,,
023003910,1,1,2.00,2.00,,
023003910,2,5,8.80,1.00,,
023003911,1,1,2.00,2.00,,
023003911,2,5,10.70,1.00,,
023003912,1,5,112.00,0.80,,
0230041,1,1,2.00,1.50,,
0230041,2,5,5.01,0.80,,
0230042,1,1,2.00,2.50,,
0230042,2,5,8.10,2.00,,
0230043,1,1,2.00,2.25,,
0230043,2,5,8.10,0.90,,
0230044,1,1,1.75,1.25,,
0230045,1,1,1.00,1.25,,
0230046,1,1,2.00,1.50,,
0230046,2,5,18.00,1.00,,
023005,1,1,2.00,1.50,,
0230051,1,1,1.80,1.50,,
0230052,1,1,2.00,1.25,,
0230053,1,1,2.00,1.25,,
0230053,2,5,2.00,1.00,,
0230054,1,1,2.00,3.00,,
0230054,2,5,138.13,1.50,,
023005402,1,1,2.00,1.25,,
023005402,2,5,61.45,1.00,,
023005403,1,6,117.40,0.80,,
0230055,1,1,2.00,1.00,,
0230055,2,5,85.00,1.00,,
023005501,1,1,2.00,1.25,,
023005501,2,5,1.65,1.00,,
023005503,1,6,18.00,1.00,,
0230056,1,1,2.00,1.50,,
0230056,2,5,3.40,1.00,,
0230057,1,1,2.00,1.25,,
0230057,2,5,2.89,1.00,,
023006,1,1,2.00,1.00,,
023006,2,5,5.00,1.00,,
0230061,1,1,2.00,1.00,,
0230061,2,5,2.00,1.00,,
023006101,1,1,2.00,1.50,,
023006101,2,5,6.00,0.80,,
0230062,1,1,2.00,1.10,,
0230062,2,5,8.25,0.80,,
0230063,1,1,2.00,1.00,,
0230063,2,5,2.85,0.80,,
023006308,1,1,2.00,1.25,,
023006308,2,5,8.40,0.80,,
0230064,1,1,2.00,1.00,,
0230064,2,5,6.30,0.80,,
0230067,1,1,2.00,1.25,,
0230067,2,5,0.40,1.00,,
0230068,1,1,2.00,1.50,,
0230068,2,5,0.90,1.00,,
0230069,1,1,2.00,1.50,,
0230069,2,5,0.70,1.00,,
023007,1,1,2.00,1.50,,
023007,2,5,1.50,1.00,,
0230071,1,1,2.00,1.75,,
0230071,2,5,11.00,0.90,,
0230072,1,1,2.00,2.00,,
0230072,2,5,8.33,0.60,,
0230073,1,1,2.00,1.50,,
0230073,2,5,13.13,0.80,,
0230074,1,1,2.00,3.00,,
0230074,2,5,20.30,0.80,,
023007401,1,6,150.24,1.25,,
023007401,2,1,2.00,1.25,,
0230075,1,1,2.00,2.00,,
0230075,2,5,0.97,1.00,,
0230077,1,5,75.00,0.50,,
0230078,1,5,80.00,0.70,,
0230079,1,6,93.00,0.50,,
023008,1,1,2.00,1.00,,
023008,2,5,153.59,0.80,,
0230082,1,1,2.00,2.00,,
0230082,2,5,8.01,1.00,,
023008201,1,1,2.00,2.00,,
023008201,2,5,8.01,1.00,,
0230083,1,1,2.00,3.00,,
0230083,2,5,30.00,0.90,,
0230084,1,1,2.00,3.00,,
0230084,2,5,20.60,0.90,,
0230085,1,1,2.00,3.00,,
0230085,2,5,18.80,1.00,,
0230086,1,1,2.00,4.00,,
0230086,2,5,68.00,1.50,,
023008601,1,1,2.00,4.00,,
023008601,2,5,81.00,0.80,,
023008602,1,1,2.00,2.00,,
023008602,2,5,6.50,1.00,,
023008603,1,1,2.00,1.50,,
023008603,2,5,2.30,1.00,,
023008604,1,1,2.00,2.00,,
023008604,2,5,10.80,1.00,,
023009,1,1,2.00,2.00,,
023009,2,5,2.96,1.00,,
0230091,1,1,2.00,1.50,,
0230091,2,5,12.40,1.00,,
0230093,1,1,2.00,1.50,,
0230093,2,5,1.00,1.00,,
0230094,1,1,2.00,3.00,,
0230094,2,5,11.60,1.00,,
0280001,1,1,2.00,1.25,,
0280001,2,5,5.00,1.00,,
028000101,1,1,2.00,1.00,,
028000101,2,5,0.60,1.00,,
0280002,1,1,2.00,1.00,,
0280002,2,5,3.00,0.80,,
028000201,1,1,2.00,1.00,,
028000201,2,5,1.50,1.00,,
028000202,1,1,2.00,1.00,,
028000202,2,5,17.60,0.90,,
0280003,1,1,2.00,0.80,,
0280003,2,5,61.03,0.80,,
028000301,1,1,2.00,1.00,,
028000301,2,5,4.45,0.80,,
028000302,1,1,1.20,1.00,,
028000303,1,1,2.00,1.00,,
028000303,2,5,0.45,1.00,,
0280004,1,1,2.00,1.00,,
0280004,2,5,2.70,0.80,,
0280006,1,1,2.00,1.00,,
0280009,1,1,2.00,1.00,,
0280009,2,5,1.00,1.00,,
028001,1,1,2.00,1.00,,
028001,2,5,1.40,1.00,,
0280012,1,1,0.75,1.00,,
0280015,1,1,1.32,1.00,,
028001501,1,1,2.00,1.00,,
028001501,2,5,0.28,1.00,,
0280016,1,1,2.00,1.00,,
0280017,1,1,2.00,1.00,,
0280018,1,1,2.00,1.25,,
0280018,2,5,4.70,1.00,,
0280019,1,1,2.00,1.00,,
0280019,2,5,0.18,1.00,,
028001901,1,1,2.00,1.00,,
028001901,2,5,1.42,1.00,,
028001902,1,1,2.00,1.00,,
028001902,2,5,0.80,1.00,,
028001903,1,1,0.43,1.00,,
028001904,1,1,2.00,1.00,,
028001904,2,5,8.10,0.90,,
028001905,1,1,2.00,0.90,,
028001905,2,5,15.46,0.60,,
028001906,1,1,0.70,0.80,,
028001907,1,1,2.00,1.00,,
028001907,2,5,5.00,0.80,,
028002,1,1,2.00,1.25,,
028002,2,5,3.00,1.00,,
0280021,1,1,2.00,1.25,,
0280021,2,5,8.69,1.00,,
0280022,1,1,2.00,1.50,,
0280022,2,5,3.29,1.00,,
0280023,1,1,2.00,2.50,,
0280023,2,5,0.85,1.00,,
028002301,1,1,2.00,1.00,,
028002301,2,5,3.51,1.00,,
028002302,1,1,2.00,1.25,,
028002302,2,5,5.50,1.00,,
02800231,1,1,2.00,2.50,,
02800231,2,5,0.85,1.00,,
02800232,1,1,2.00,1.25,,
02800232,2,5,5.00,1.00,,
0280024,1,1,2.00,1.25,,
0280024,2,5,8.10,1.00,,
028002401,1,1,2.00,1.25,,
028002401,2,5,1.10,1.00,,
028002402,1,1,2.00,1.00,,
028002403,1,1,2.00,1.50,,
028002403,2,5,2.78,1.00,,
028002404,1,1,2.00,1.50,,
028002404,2,5,1.75,1.00,,
0280025,1,1,2.00,1.25,,
0280025,2,5,45.00,1.25,,
0280025,3,7,2.00,0.70,,
0280026,1,1,2.00,1.00,,
0280026,2,5,17.20,0.80,,
028002601,1,1,2.00,1.25,,
028002601,2,5,11.00,0.80,,
028002701,1,1,2.00,2.00,,
028002701,2,5,43.40,0.80,,
02800281,1,5,3.27,5.00,,
02800282,1,1,2.00,1.20,,
02800282,2,5,365.00,1.20,,
0280031,1,1,2.00,2.00,,
0280031,2,5,0.07,1.00,,
0280032,1,1,1.50,1.25,,
0280033,1,5,0.60,0.80,,
0280034,1,1,0.52,1.00,,
0280035,1,1,1.10,1.00,,
0280036,1,1,1.33,1.00,,
0280037,1,1,2.00,1.10,,
0280037,2,5,1.64,0.80,,
028003701,1,6,8.16,0.70,,
028004,1,1,0.58,1.00,,
0280041,1,1,2.00,1.25,,
0280041,2,5,3.75,1.00,,
0280044,1,5,0.70,0.80,,
0280045,1,1,1.40,1.25,,
0280046,1,5,0.40,0.80,,
0280047,1,5,5.00,0.80,,
0280048,1,6,123.40,1.25,,
0280049,1,1,2.00,1.00,,
0280049,2,5,1.50,1.00,,
028005,1,1,2.00,1.25,,
028005,2,5,198.00,1.00,,
02800503,1,1,2.00,1.50,,
02800503,2,5,1.60,1.00,,
0280051,1,1,2.00,1.25,,
0280051,2,5,5.40,1.00,,
028005101,1,1,2.00,2.00,,
028005101,2,5,24.02,0.70,,
028005102,1,1,2.00,1.00,,
028005102,2,5,8.00,0.90,,
028005103,1,1,2.00,1.25,,
028005103,2,5,1.50,0.80,,
028005105,1,1,2.00,1.25,,
028005105,2,5,0.78,0.90,,
0280053,1,1,2.00,1.50,,
0280053,2,5,86.40,1.00,,
0280054,1,6,8.10,1.25,,
0280056,1,1,2.00,1.50,,
0280056,2,5,5.20,0.80,,
0280057,1,6,8.30,1.25,,
0380001,1,1,2.00,1.50,,
0380001,2,5,8.10,1.00,,
038000101,1,1,2.00,1.25,,
038000101,2,5,3.00,1.00,,
038000102,1,1,2.00,1.00,,
038000102,2,5,10.00,1.00,,
038000103,1,1,2.00,1.10,,
038000103,2,5,13.80,0.90,,
0380002,1,5,209.00,0.70,,
038000301,1,6,54.00,0.60,,
038000302,1,6,18.00,0.80,,
0380005,1,1,2.00,1.25,,
0380005,2,5,2.90,1.00,,
0380007,1,1,2.00,1.10,,
0380007,2,5,0.50,1.00,,
0380008,1,1,2.00,1.25,,
0380008,2,7,2.00,1.00,,
0380008,3,5,45.04,0.70,,
038000801,1,1,2.00,1.25,,
038000801,2,5,1.56,1.00,,
0380009,1,1,1.00,1.25,,
0380011,1,1,2.00,1.10,,
0380011,2,5,11.72,1.00,,
0380012,1,1,2.00,1.25,,
0380012,2,5,2.07,1.00,,
0380013,1,1,2.00,1.25,,
0380013,2,5,2.70,1.00,,
0380014,1,1,2.00,1.50,,
0380014,2,5,15.43,1.00,,
0380016,1,1,2.00,1.25,,
0380016,2,5,1.00,0.90,,
0380017,1,6,2.00,0.80,,
0380018,1,1,1.30,1.10,,
038002,1,1,2.00,2.00,,
038002,2,5,4.70,1.00,,
0380021,1,1,1.40,0.80,,
0380022,1,1,2.00,1.25,,
0380022,2,5,1.29,1.00,,
0380023,1,1,2.00,1.50,,
0380023,2,5,3.17,1.00,,
038002301,1,1,2.00,0.80,,
038002301,2,5,0.51,0.80,,
0380025,1,1,1.00,1.00,,
0380026,1,1,1.50,1.00,,
0380027,1,1,2.00,1.00,,
0380028,1,1,2.00,1.25,,
0380028,2,5,2.00,1.00,,
038002801,1,1,2.00,1.00,,
038002801,2,5,2.00,0.70,,
0380029,1,1,2.00,1.00,,
0380029,2,5,2.00,0.80,,
038003,1,1,1.50,1.00,,
0380031,1,5,54.82,1.00,,
0380032,1,1,2.00,1.10,,
0380032,2,5,2.80,1.00,,
0380034,1,1,1.00,0.90,,
0380035,1,1,2.00,1.50,,
0380035,2,5,23.80,1.00,,
038003501,1,1,2.00,1.25,,
038003501,2,5,3.20,1.00,,
0380037,1,1,2.00,1.50,,
0380037,2,5,4.80,0.80,,
0380038,1,1,2.00,1.00,,
0380038,2,5,0.40,1.00,,
038004,1,1,2.00,1.00,,
0380041,1,1,2.00,1.50,,
0380041,2,5,9.00,0.70,,
038004101,1,1,2.00,1.00,,
038004101,2,5,2.00,0.80,,
0380042,1,1,2.00,0.90,,
0380042,2,5,12.33,0.70,,
0380043,1,1,2.00,1.00,,
0380043,2,5,7.40,0.80,,
0380044,1,6,10.30,0.50,,
0380045,1,1,2.00,1.00,,
0380045,2,5,7.40,0.80,,
0380046,1,1,2.00,1.00,,
0380046,2,5,24.00,0.70,,
0380047,1,1,2.00,1.00,,
0380047,2,5,11.70,0.80,,
0380049,1,1,2.00,1.50,,
0380049,2,5,36.00,1.00,,
038004901,1,1,2.00,0.80,,
038004901,2,5,10.90,0.80,,
038004902,1,1,2.00,1.00,,
038004902,2,5,36.00,1.00,,
038004903,1,1,2.00,0.80,,
038004903,2,5,47.50,0.80,,
048000101,1,1,2.00,1.25,,
048000101,2,5,1.60,0.80,,
048000102,1,1,2.00,1.50,,
048000102,2,5,2.11,0.80,,
048000104,1,1,2.00,1.50,,
048000104,2,5,9.96,0.80,,
048000105,1,1,2.00,2.00,,
048000105,2,5,3.60,1.00,,
048000106,1,1,2.00,2.00,,
048000106,2,5,9.00,0.80,,
048000107,1,1,2.00,1.00,,
048000107,2,5,5.80,0.80,,
048000108,1,1,2.00,1.50,,
048000108,2,5,2.96,0.80,,
048000109,1,1,2.00,1.25,,
048000109,2,5,2.80,0.80,,
048000110,1,1,2.00,1.50,,
048000110,2,5,6.20,0.80,,
048000111,1,1,2.00,1.50,,
048000111,2,5,5.47,0.80,,
048000112,1,1,2.00,1.25,,
048000112,2,5,4.35,0.80,,
048000113,1,1,2.00,1.25,,
048000113,2,5,3.30,0.80,,
048000114,1,1,2.00,1.50,,
048000114,2,5,4.20,0.80,,
048000115,1,1,2.00,1.50,,
048000115,2,5,2.30,0.80,,
048000116,1,1,2.00,1.25,,
048000116,2,5,1.60,1.00,,
048000117,1,1,2.00,1.50,,
048000117,2,5,1.00,0.80,,
048000118,1,1,2.00,1.50,,
048000118,2,5,2.10,0.80,,
048000119,1,6,5.10,1.50,,
048000120,1,1,2.00,1.00,,
